Probe,Gene,logFC
215365_at,CENPL,-1.3869700054963452
1560164_at,SSH1,-1.386878335648628
220732_at,TRMT2B,-1.3867160358015123
1561531_at,NA,-1.386218454684368
212545_s_at,HAVCR2,-1.3861830073261296
207167_at,TRIM4,-1.3859372554049127
1556250_at,FHIP2A,-1.3857554313622182
201654_s_at,BLTP3B,-1.38567534116687
207600_at,BLTP3B,-1.3856305843686536
215916_at,CYP19A1,-1.3848814586962293
1564670_at,NPAS4,-1.384584912339787
208454_s_at,LHFPL3-AS1,-1.384514949365105
216922_x_at,LHFPL3-AS1,-1.3842469424281576
241307_at,LIF-AS2,-1.3841565074577327
AFFX.r2.Bs.dap.5_at,ITPKB,-1.3841305157033332
1569080_at,GABRA2,-1.3839804526657182
1561298_at,SUPT6H,-1.3838907481331688
1565554_at,PGLS,-1.383377431527435
1566775_at,RPS6KA5,-1.3832208116080058
1555614_at,NFS1,-1.3831999511242856
237379_at,DOCK2,-1.3824605202331746
211455_at,STXBP4,-1.382360403476253
221510_s_at,SLCO4A1-AS1,-1.3819426744727235
219023_at,DRAXIN,-1.3808914383995428
207013_s_at,GNB5,-1.3803299209480078
243070_at,CDKN2AIPNL,-1.3802897461832817
1552271_at,TIPRL,-1.3801101487678844
233521_at,DENND4A,-1.3798407942855309
222939_s_at,SIAE,-1.3798121683280091
225952_at,GINS4,-1.379702792710724
243971_x_at,BTG4,-1.3795607508526206
1556235_at,PPP2R5C,-1.379349459321101
208482_at,PKD1L2,-1.379041471102032
213847_at,Unknown,-1.3789141783219534
204701_s_at,NR1H4,-1.3788180188166161
204041_at,PDE1C,-1.3785222314353056
221412_at,Unknown,-1.3780292949615014
204885_s_at,ACTR2,-1.3780072168156867
207096_at,AZIN2,-1.3779658138810462
218401_s_at,UEVLD,-1.3776719059788125
1562724_at,LYG2,-1.3775001834831462
230781_at,DYNLT2,-1.3772698282698326
1553335_x_at,NA,-1.377204242586798
243424_at,LINC00161,-1.37678087473122
226079_at,CTNNB1,-1.3763477553816312
1563611_at,TAF5L,-1.376130023208762
237920_at,GGNBP2,-1.3755793198504274
1552964_at,ATF3,-1.3752569321824133
234689_at,FBXO7,-1.3751440723656798
211698_at,NLGN2,-1.3749842572586126
229166_s_at,DMWD,-1.3749611556547263
37860_at,ZNF146,-1.3745076097861233
208927_at,KIAA1217,-1.3744282944794628
204380_s_at,SLC35F6,-1.3739573957334388
1554465_s_at,JPX,-1.3738587291155206
206234_s_at,MIER3,-1.3737472988769073
230284_at,HNRNPLL,-1.3733238234041392
220982_s_at,LINS1,-1.37326856988909
1556494_at,"CFHR3, NA",-1.3729364186120003
231236_at,ST8SIA4,-1.3729093359565918
232093_at,"KRBOX4, ZNF674",-1.3727697519166853
1569487_at,ANKRD13C,-1.3722761698334498
1563427_at,PHF20L1,-1.3721083041833073
1561707_at,SRGAP1,-1.372052575084738
235298_at,EPB41,-1.3715894011363403
231318_at,TMEM37,-1.3712811659307025
210367_s_at,SERPINC1,-1.3709904680688512
243416_at,MTHFSD,-1.3703104319235944
239454_at,RAD51B,-1.3702728790472012
216285_at,TSC22D4,-1.3698267661288048
212981_s_at,OSCAR,-1.3698047431708122
205201_at,NAALAD2,-1.3697075498675615
219421_at,PIK3AP1,-1.3694649578767046
229983_at,CEP89,-1.3690845911805818
215865_at,GSTCD,-1.3688233313038716
235222_x_at,CNNM2,-1.3685747811167608
218644_at,CNNM2,-1.368570186205786
236825_at,OLFM3,-1.3682088357163122
1553931_at,OLFM3,-1.3681175736826325
211226_at,CFAP91,-1.3679948772967445
233018_at,RHOF,-1.3675387943819899
220926_s_at,RHOF,-1.3675154677026151
241516_at,GPRIN2,-1.3672713929123685
228086_at,SPAG9,-1.3668855852924533
222791_at,MBP,-1.366327808589223
229491_at,WDR20,-1.365896253784324
1552384_a_at,YIF1B,-1.3658006795554807
64440_at,CCDC57,-1.3655163151304859
218464_s_at,SETD6,-1.365472681358232
204569_at,GPR62,-1.3651599071073202
239620_at,Unknown,-1.3649393263693428
216262_s_at,KCTD17,-1.364835222425159
1556154_a_at,CELF2,-1.3645716519223352
225859_at,SUV39H2,-1.3641763669544162
214956_at,ZNF70,-1.3637725396511515
1555823_at,ETFBKMT,-1.3632397849683655
204061_at,RHOBTB2,-1.3627293296162075
219144_at,LENG9,-1.3626587381346889
209775_x_at,SLC1A6,-1.3624159702177023
238490_at,LIG3,-1.3620607083405871
232708_at,"NA, RBM8A",-1.3611539928103078
219273_at,CEP120,-1.3607056446955208
1556165_at,Unknown,-1.3606874466831151
1552538_a_at,LIPT2-AS1,-1.360671145271109
221242_at,RUBCN,-1.3599069831047257
237892_at,RUBCN,-1.3595282074463586
203992_s_at,SERPINB8,-1.359127663163877
232402_at,DGKE,-1.3589535106730022
214234_s_at,SIRPB1,-1.3589178233945216
240887_at,ASCC1,-1.3588190322880453
219589_s_at,ZNF57,-1.3588115988436833
211231_x_at,ATM,-1.3586552639942289
1556573_s_at,MYT1L,-1.3586078938886035
1553552_at,PDS5B,-1.3585868259667435
1560782_at,NPAS3,-1.3585142163455217
228137_s_at,CBFA2T2,-1.3584418671470826
211410_x_at,TET3,-1.3583316907454386
1553809_a_at,RNF32,-1.3580171290024647
225280_x_at,MAST4,-1.3576419047727393
228339_at,RPRML,-1.3574735303364536
213911_s_at,NA,-1.357305951742528
224792_at,CNST,-1.357272710904664
1555377_at,SEPTIN4,-1.3571398408992514
207642_at,Unknown,-1.356909415327616
208810_at,ZNF594-DT,-1.3567505209480084
234411_x_at,METTL8,-1.3566534241947381
241854_at,FAM151A,-1.3563924769203601
243282_at,SRRM2,-1.356124462111699
232355_at,Unknown,-1.3559199664905333
1566924_at,CMTM4,-1.3556587918384577
202325_s_at,CCDC187,-1.355238609738625
205168_at,STAU2,-1.3548956543693844
221681_s_at,SLC23A2,-1.3545459622022065
227655_at,Unknown,-1.354495063046721
210158_at,ADAMTS9,-1.3544023586732703
234124_at,SCARA5,-1.35393634727057
1552842_at,SPATA6L,-1.353656657235864
205888_s_at,SPATA6L,-1.3536153327581892
221346_at,GLYATL2,-1.353364737808467
207955_at,RELL1,-1.3532958542775813
219390_at,DRAIC,-1.3530760227334453
1554957_at,TAF2,-1.3525954416358348
237610_at,TRPM3,-1.352575340872802
242378_at,SLC6A11,-1.352478096252052
219434_at,RABGAP1L,-1.3524402104636273
216865_at,ARHGAP29,-1.3520774943403364
221384_at,FBN2,-1.3518843700807723
235558_at,PMS1,-1.3512035694898281
229566_at,RALGPS1,-1.3510986138982604
202711_at,Unknown,-1.350816604244311
213630_at,Unknown,-1.3508082481568287
243101_x_at,INPP5A,-1.3505435544669802
1554633_a_at,DNAAF5,-1.3501669511890146
242704_at,LINC00301,-1.3499641094059314
206614_at,Unknown,-1.3498802333882198
215476_at,"MAD2L1P1, MAD2L1",-1.349743279326147
237002_at,EFCAB13,-1.3495486840226263
221463_at,WFIKKN2,-1.349533284461058
201279_s_at,RIOX2,-1.3494037067967646
214999_s_at,KLHL30-AS1,-1.3491091640453823
240003_at,"MIR6738, ARHGEF2",-1.3490620879829955
1561728_a_at,CCDC82,-1.348737283847892
234314_at,CASS4,-1.348598487326898
210283_x_at,PDE8B,-1.3483093064648095
216770_at,KANSL1L,-1.3477874668487768
221880_s_at,FBLIM1,-1.3475209571947178
1556959_at,CLDN19,-1.346754897137843
221165_s_at,NA,-1.3460314903922908
241656_at,UBE2O,-1.3460279180731363
217390_x_at,DZANK1,-1.3459168764222709
207578_s_at,ZNF585A,-1.3458306187515712
203550_s_at,Unknown,-1.3458120023232127
1564242_at,STEAP3,-1.3454847932930174
210174_at,C2CD6,-1.3453104954732054
632_at,Unknown,-1.3449402112898086
240518_at,MTHFD2L,-1.3447417447870749
211813_x_at,ATP6V1B1,-1.3445220780534577
209022_at,TOR1A,-1.3444520680492584
218086_at,VWA5B2,-1.3444266091892199
209788_s_at,ELMO2,-1.3439517813528463
220332_at,CMAHP,-1.3437926452497644
243926_at,SDC3,-1.3432324879640107
206996_x_at,Unknown,-1.3427718626192695
212448_at,PRR16,-1.3427685757718886
1565306_a_at,PCNP,-1.3427501954578331
1558581_at,WDR37,-1.342612329397418
226028_at,NA,-1.34248901705129
1570241_at,HMGCLL1,-1.3424668605739998
237650_at,CAMKMT,-1.3423163646544585
224786_at,S100Z,-1.3421757431716752
1559728_at,ABCD3,-1.3421680125609143
222820_at,MYRF-AS1,-1.3420645534664033
233606_at,ERCC8,-1.3420099604431257
1563455_at,TIA1,-1.341593698815345
205900_at,MS4A3,-1.3412870342558059
212450_at,RHBDL2,-1.341237172411883
203507_at,RHBDL2,-1.3412015489061773
243860_at,HYDIN,-1.3406387890584242
238148_s_at,PRKD3,-1.3404935738773462
214403_x_at,ABCC11,-1.3404704747734462
1557605_a_at,ESYT3,-1.340387235796437
1562384_at,Unknown,-1.3403125458839664
205831_at,ABCC4,-1.3401249523855079
1555892_s_at,ZNF678,-1.3397058165429876
200653_s_at,ANKS6,-1.3396447523175359
217685_at,LINC00598,-1.3395334847451192
215017_s_at,SIK3,-1.3395256259672759
1555363_s_at,FUT8,-1.3393298985169988
1552510_at,PSIP1,-1.3391618883452452
1566965_at,LINC01234,-1.3382016117835578
238350_at,Unknown,-1.3380704879811707
1560686_at,NLRP12,-1.3379377161432053
1554625_at,TSPEAR-AS1,-1.3379117043252404
233475_at,TSPEAR-AS1,-1.337618277679143
1567036_at,Unknown,-1.3371363606854874
230054_at,FILIP1L,-1.336979122770246
1563327_a_at,DIP2A,-1.3369425805117063
234086_at,PDILT,-1.336779610739145
1555181_a_at,Unknown,-1.3365644553570315
202527_s_at,ZBTB26,-1.3365407618957472
210142_x_at,EQTN,-1.335647034517465
228525_at,LINC00317,-1.3354271989315665
1552868_at,SNX19,-1.3352512917921444
1564887_at,SLC9C2,-1.3349813453841723
217419_x_at,Unknown,-1.3346112704136122
204979_s_at,PTGS2,-1.334489895903461
239031_at,RASGEF1B,-1.3344898595761019
206726_at,Unknown,-1.334395161031018
240024_at,NA,-1.3343223354084235
211848_s_at,Unknown,-1.3340705807964428
244258_at,CFAP251,-1.3339844904869067
201549_x_at,SYNJ2,-1.3339075118320796
208520_at,ZFYVE16,-1.3338023805516417
202485_s_at,Unknown,-1.3337535345988216
201833_at,ZNF398,-1.3337104383574256
214485_at,IL16,-1.33352993043401
1566991_at,ARHGAP20,-1.333454004956776
1553517_at,SCARF1,-1.3332461472705088
238152_at,RGS12,-1.3332362475455237
241000_at,ADAM22,-1.3331957810403285
211142_x_at,TMEM26,-1.3330132612146242
210430_x_at,P4HA2,-1.3329356539183372
232837_at,BRD3,-1.3329106806801851
207011_s_at,Unknown,-1.3328837529784023
218965_s_at,RGS12,-1.3328667878848295
201437_s_at,IDH1,-1.3326420191250232
236956_at,TRPV5,-1.3323382899534124
244087_at,KLHL40,-1.3320307465602699
1554681_a_at,TSPEAR,-1.3317340224233882
220554_at,C10orf53,-1.3317303127836497
1565662_at,SYT9,-1.3316817190179169
241117_at,Unknown,-1.3315035775125221
1557589_a_at,IKZF2,-1.33129647623865
1559927_a_at,USP6,-1.3312341434499775
225391_at,WNK1,-1.3312054634432466
227832_at,TLL1,-1.3311410098137082
1564504_at,Unknown,-1.3311260489294396
1561243_at,ARHGAP25,-1.3308873151071405
1559220_at,SPATA6L,-1.3308080312459667
206251_s_at,NEK11,-1.3307950818286611
237414_at,RPL13AP17,-1.3307788793204822
236574_at,STAT5B,-1.3305333734132345
234364_at,VASH2,-1.330302373554698
230007_at,CACNB2,-1.3301463087923164
204679_at,APLF,-1.3297095361062758
201873_s_at,MIER1,-1.3295556570332017
1570033_at,UVSSA,-1.3294043436088185
217045_x_at,ATP6V0A2,-1.329023931320066
204741_at,SLC11A1,-1.3290158035038933
243502_at,Unknown,-1.3289310843326378
1557372_at,ENTPD3,-1.3289280904818297
239060_at,CD96,-1.3289025439578683
1563339_at,PER3,-1.3286430966653293
207967_at,PER3,-1.3285921715225764
237485_at,NA,-1.328493838254422
1558727_at,FAM9A,-1.3284460342175544
227358_at,FGD6,-1.3282836173114256
211624_s_at,BCL2L2,-1.3282040131029786
1557262_at,TDH,-1.3276490505877412
1563361_at,FCHO2,-1.3276035021654966
1563045_at,QKI,-1.32757230268125
1570432_at,"MLLT6, MIR4726",-1.3272867851071846
1564639_at,Unknown,-1.3272758899555632
217444_at,Unknown,-1.327246350961079
1556835_s_at,STX19,-1.325739942807578
1566870_at,PBLD,-1.325562173190328
216879_at,PRKAA1,-1.325530654886743
221553_at,TERF2,-1.3252926853645175
210080_x_at,Unknown,-1.325070691709397
202895_s_at,TAT,-1.3248624520096264
231829_at,ZNF277,-1.3243042011646458
228824_s_at,Unknown,-1.3242719394955336
218646_at,RMND1,-1.323715073354494
1562523_at,Unknown,-1.323003290285636
228662_at,NA,-1.322926309096042
230239_at,USP6NL-AS1,-1.3228241861713226
210883_x_at,OR8B8,-1.3224125257015464
238544_at,CLEC7A,-1.3222176017138862
205998_x_at,TBX2-AS1,-1.3221175504362253
1563300_at,AKR1E2,-1.3219147935646405
201210_at,NA,-1.3218181110086253
238832_at,CCDC148-AS1,-1.3217413153991284
1568827_at,KCNIP2,-1.3212380556856214
217742_s_at,GNG12,-1.3204885982406902
1556797_at,RBIS,-1.3204006922779143
237344_at,RBIS,-1.3203147468183987
230109_at,NA,-1.320286775004816
214535_s_at,TRPM3,-1.3195581387117
223463_at,MYO3B,-1.3193052743954194
238710_at,MAGI1,-1.3192005268514304
1570134_at,Unknown,-1.319161783185141
213614_x_at,LINC00598,-1.3191125169736424
212916_at,ASXL2,-1.3190239701373494
1556479_at,TERT,-1.318687194748602
209023_s_at,KLHL6,-1.318175905851945
206719_at,CKAP5,-1.3181241185211918
1558651_at,ARMC8,-1.3181013395037853
207300_s_at,PPARGC1B,-1.3177164228413987
223336_s_at,ALS2,-1.3174330741303295
229611_at,"NA, FBF1",-1.3173028251787375
221894_at,SEC16B,-1.3172608936312598
206448_at,ERVW-1,-1.3168105968555337
37872_at,DIP2A,-1.3164634402390365
1557536_at,"RAB24, MXD3",-1.3161088767488311
229592_at,MAK,-1.3155365062991988
215523_at,HIF3A,-1.3152948332811247
208754_s_at,STAB1,-1.3151766184612832
1555378_at,ACOT11,-1.3151540731295381
239928_at,PTK7,-1.3148957469755511
234607_at,ZNF26,-1.3148936977055892
225610_at,ADAM9,-1.314619706217647
213563_s_at,GCLC,-1.3146194131059246
211488_s_at,SLC30A5,-1.3143646790766002
204389_at,AQP10,-1.3140989555866223
1567250_at,Unknown,-1.3139856680610904
1555773_at,UNC5C,-1.3139345637259805
1557444_at,UNC5C,-1.3138246996817287
222236_s_at,NA,-1.3136867173819207
221603_at,SLC38A4,-1.3136382067260437
209063_x_at,CDC20B,-1.3136360907607958
1561688_at,"NA, PDXDC1",-1.3135765506391965
1559616_x_at,ITGB2,-1.3132315635866285
202419_at,PPHLN1,-1.3132020024192987
1563719_a_at,PPHLN1,-1.3130961543316024
1560785_at,LRP1,-1.3126987434877577
216315_x_at,ETS1,-1.3126756853225818
1558706_a_at,DDX53,-1.3125845789944983
219962_at,"NA, PIGQ",-1.312459161294037
240973_s_at,Unknown,-1.3121604622828547
204303_s_at,Unknown,-1.312128409366542
237915_at,CAMTA1,-1.3119934795482011
205524_s_at,ABCB5,-1.311946037111428
207436_x_at,Unknown,-1.3116841714535863
222265_at,NA,-1.3116224185972152
203979_at,TTL,-1.311589000429246
1556905_at,OR4D2,-1.3112038702778992
233116_at,SHISAL2A,-1.3108478708825604
228413_s_at,ADAMTS4,-1.3107879600529169
204214_s_at,POF1B,-1.310668245416076
215895_x_at,LARP4,-1.3104954792044485
240854_x_at,LINC01547,-1.3097636808376205
238426_at,PIGK,-1.3097345546733423
218152_at,EZHIP,-1.3093848405769901
1554952_s_at,SOHLH2,-1.3091587751453866
236275_at,DUOXA1,-1.3089894544993534
1557091_at,UBE3C,-1.308913486743123
1553583_a_at,FGD3,-1.308895933056318
1561667_at,Unknown,-1.3085401722822374
1558887_at,"FBXL21P, NA",-1.3084239024094317
211429_s_at,Unknown,-1.3083635481886626
234338_s_at,ALOX15B,-1.3082816547596612
213892_s_at,Unknown,-1.3077652098886183
217432_s_at,SYNCRIP,-1.3073878265645165
1564112_at,TSTD2,-1.3072090318891674
1557607_at,SLC39A14,-1.306980207996164
212928_at,GTF3C3,-1.3066082408277206
1552311_a_at,CCDC172,-1.3064164804942873
239953_at,RALGPS1,-1.3058942672954954
202812_at,NA,-1.3058566178174669
1561662_at,BRINP1,-1.3058225804079109
1552548_at,SLC39A6,-1.305684328160152
202769_at,CHD6,-1.3053288671706196
221771_s_at,IFIH1,-1.3053155543793322
1555020_a_at,NRP2,-1.305106951256939
233013_x_at,PPM1F,-1.3050594828531459
209489_at,TTLL3,-1.3048942155034722
1562581_at,LINC02875,-1.304673457473792
217767_at,"FAM153A, NA",-1.3043515550828366
1564630_at,Unknown,-1.3037598595936155
237371_at,NHERF4,-1.3037177048746398
208738_x_at,BEST3,-1.3036700062272093
241138_at,CWC27,-1.3036253554928523
1555729_a_at,ARHGEF12,-1.3035957412435926
211830_s_at,SLC2A4RG,-1.3032099821965655
1552583_s_at,RSRC1,-1.3031842532520506
1566490_at,TYR,-1.3030934576976907
1569630_a_at,ENTREP3,-1.3026315583002492
236792_at,NA,-1.302508709271356
241096_at,PTCH1,-1.3024598507288758
1569342_at,FYCO1,-1.302155298785442
204094_s_at,SEPTIN6,-1.3021449950190194
240248_at,COL9A1,-1.3020197947769934
216520_s_at,BPIFB6,-1.3017764263586826
224157_at,ANTXR2,-1.3017701480592982
221485_at,SDS,-1.301681014300287
228837_at,AFAP1L1,-1.3015535932014801
1553272_at,ZACN,-1.3009324608735946
238060_s_at,SERPINB5,-1.300864739254939
207379_at,SLC22A7,-1.300857484247772
239940_at,BBS9,-1.300821343675719
207356_at,Unknown,-1.3006551849574335
206326_at,UGGT2,-1.3005032793144502
238194_at,TAPBP,-1.3003497890135045
1559952_x_at,Unknown,-1.3001430468572748
1556046_a_at,KCTD7,-1.3001412285271616
222619_at,IMMP2L,-1.300129086515838
229995_at,CA6,-1.300100944074303
1562953_s_at,PTPRM,-1.2998961559816526
220540_at,PTPRM,-1.299836682834048
1557431_at,LINC00824,-1.2996136035995365
232370_at,TP63,-1.299548268836994
231320_at,MBNL1,-1.2991117137828092
202391_at,SCRN3,-1.2990960305855928
218975_at,DUSP19,-1.299019407887173
217827_s_at,Unknown,-1.2985786137312536
210454_s_at,GDPD1,-1.2985485615177017
1554494_at,CAPRIN2,-1.2985260729771997
237795_s_at,AGK,-1.2984970440556858
1568899_at,NA,-1.2982037730518954
203617_x_at,SLAMF1,-1.2977776185223897
1553875_s_at,Unknown,-1.2976734953218372
219469_at,PIK3IP1,-1.2975775733385684
225488_at,LILRA5,-1.2975346626587894
200595_s_at,RBM14,-1.2974663679663891
1555752_at,NA,-1.297322052739383
201994_at,OR10A5,-1.2972279758790901
239029_at,MT-ND5,-1.2971935035662803
208153_s_at,OR8D1,-1.2966872374186618
232784_at,PRKN,-1.2964641492669198
208743_s_at,KRTAP2-3,-1.2962767078363122
230373_at,BLID,-1.296229668856825
211004_s_at,ST3GAL3,-1.2959618997797913
214385_s_at,Unknown,-1.2956305751907915
235854_x_at,CLEC4C,-1.2956040309315873
229405_at,SLA2,-1.2955972944794656
1566456_at,CD80,-1.295357297164787
208851_s_at,"KLRK1, KLRC4-KLRK1",-1.2952956929720214
215066_at,"CLRN1, NA",-1.2951416162217446
211869_at,ST3GAL3,-1.2948256742155617
229799_s_at,Unknown,-1.2946928029389875
1558820_a_at,"OFCC1, NA",-1.2946826256487225
223214_s_at,Unknown,-1.2946649440104947
241633_x_at,CXADR,-1.2945978595627805
242748_at,Unknown,-1.2942833495188453
208057_s_at,Unknown,-1.2941918011953477
1558688_at,TAGLN,-1.2941599468215932
228448_at,MS4A4A,-1.2937194045710103
243712_at,"CD209, NA",-1.2937028563163304
241144_at,"AP1S3, NA",-1.2933712741866612
211320_s_at,"AP1S3, NA",-1.293324947925757
244445_at,KLK4,-1.2931036550822366
209776_s_at,"CKLF, CKLF-CMTM1, CMTM1",-1.2930507145366554
232956_at,MRAP,-1.2928788035904617
240684_at,LYZ,-1.2926810535888849
228785_at,CD79B,-1.2925842837580535
237727_at,CD79B,-1.292573909931306
234955_at,Unknown,-1.2921308112855723
211074_at,CCL5,-1.291701117229079
201830_s_at,RBM15,-1.2916734505731042
243207_at,RBM15,-1.2914994460006652
226260_x_at,CDC25A,-1.291319950852224
202948_at,CD79A,-1.2909739614301816
206123_at,IRAK1,-1.2907555746786816
241535_at,LINC00520,-1.290487596756136
208015_at,CCDC116,-1.2899961884685036
210128_s_at,NA,-1.2896334217561338
1556422_at,FCRL5,-1.2894129291888017
209883_at,ZNF385B,-1.289337559587232
202507_s_at,MAP3K19,-1.2890757900304148
235687_at,EXD2,-1.2889819439061982
1552967_at,Unknown,-1.2889134965625275
212894_at,ARHGDIB,-1.2887031771480042
205961_s_at,L3MBTL2,-1.2886537424736182
1555822_at,THSD4,-1.2886222967183927
243223_at,MKS1,-1.2885263566133185
219884_at,"FAM138E, FAM138D, FAM138C, FAM138F, FAM138B, FAM138A",-1.2883732618782298
1556001_at,Unknown,-1.2881063110316588
213117_at,ESYT2,-1.2878371677823244
237954_x_at,IRGQ,-1.2877961207789332
236220_at,Unknown,-1.287702392834764
231728_at,Unknown,-1.2875478729928722
244858_at,POLR2B,-1.2874388613377925
1569235_a_at,CYTH2,-1.2874006448319548
211214_s_at,HNRNPM,-1.2872767105790452
210483_at,ZNF852,-1.2871825521417413
1555433_at,RBM18,-1.2871202346062236
224800_at,THUMPD3-AS1,-1.2864985528120612
1558619_at,MICALL2,-1.286358287247014
233412_x_at,TOLLIP-DT,-1.28607211054397
1558315_s_at,GNG4,-1.28601101750329
216648_s_at,LINC02941,-1.2857769131131533
227555_s_at,"GLIDR, FAM88B",-1.2854568238552924
1562081_a_at,SRGAP1,-1.2854036100358137
219733_s_at,RPS24,-1.2853128038765906
223950_s_at,PSMD6,-1.2851880525122423
1567068_at,PDSS2,-1.2851586296285415
221590_s_at,CUTALP,-1.285033413106737
204213_at,WWP1-AS1,-1.2849856118712257
215383_x_at,MTSS2,-1.2849604745350998
206293_at,DNM2,-1.2848567309015455
215884_s_at,ADAM15,-1.284849452463006
218839_at,Unknown,-1.2847638681113935
202371_at,Unknown,-1.284756426970229
216423_at,DCTN5,-1.2846021475297311
1570465_at,FRY,-1.284382394645176
241611_s_at,TCAIM,-1.284214017161326
207801_s_at,FAM120A,-1.284100291488629
1555409_a_at,GON4L,-1.2839578484398317
223610_at,MIR1915HG,-1.2835628515759878
210758_at,CNTNAP3,-1.2831146252287833
200709_at,TSGA10,-1.2830320877542116
218602_s_at,TSGA10,-1.2829997774766575
219389_at,KIAA2013,-1.2829537657961965
222185_at,HUNK,-1.2829401333146229
234249_at,MIR205HG,-1.2826503940640333
217213_at,Unknown,-1.2825415424102813
222434_at,"FAM120A, NA",-1.282248469995072
237881_at,CD55,-1.282171069126836
204098_at,CRTAC1,-1.2817641812422065
237929_at,HINT1,-1.2817508557512283
205384_at,B3GNT7,-1.2816470156113196
1562659_at,"NA, ARL17A, ARL17B",-1.281643357487619
219492_at,FBXO28,-1.2813678921154872
232558_at,"NA, MYL12A",-1.2810461945538139
208950_s_at,MYL12A,-1.2808503381342369
1553057_at,LINC00661,-1.2804566731828768
211313_s_at,Unknown,-1.2802744501730128
1566665_at,C22orf42,-1.2799776543591523
235316_at,CACNA1D,-1.2799217982997135
237406_at,DIAPH3-AS1,-1.2798418272825678
226108_at,DIAPH3-AS1,-1.279836425182787
207114_at,IGFBP5,-1.2797563609375646
1556056_at,BTBD7,-1.2794945348618207
241209_at,MAPK8IP2,-1.2794725017623978
208449_s_at,Unknown,-1.2788593124815466
1552326_a_at,PEX13,-1.27870114320314
230477_at,KLHDC7A,-1.278628212903374
1567249_at,MESP2,-1.278580449718596
1552281_at,GPR180,-1.278200703896728
241005_at,GPR180,-1.2781980121549832
211497_x_at,EME2,-1.2781593616916416
1553539_at,LINC01138,-1.278091246321775
242941_x_at,ZNF207,-1.278003578116954
207048_at,HHIP,-1.2778505830675029
208313_s_at,GPR173,-1.2776254192878842
1566873_at,GPR173,-1.277597637801444
239026_x_at,LINC01089,-1.2775468245890058
214637_at,Unknown,-1.2772821416362752
224191_x_at,Unknown,-1.2768232751349267
1569780_at,NEUROD1,-1.2766564993193015
221852_at,SPEN,-1.2765485171552269
217435_x_at,ZNF451,-1.276531357160002
1558470_at,Unknown,-1.2764058674144934
207343_at,"PPARA, NA",-1.2761309695786358
244788_at,NA,-1.2760540765783297
242014_at,KDM6B,-1.2757348226687506
232165_at,HIF3A,-1.2757269963262343
229146_at,LINC00528,-1.2756812189134625
241899_at,FARSB,-1.275410575295963
212265_at,Unknown,-1.2753702604427928
238699_s_at,NA,-1.2747237447060857
225724_at,Unknown,-1.2745736291691332
204045_at,CD55,-1.2744958864425344
201728_s_at,ADPRHL1,-1.2743983824989098
212210_at,Unknown,-1.2742164253868147
1560300_a_at,RAB11B-AS1,-1.2739399251609638
238036_at,Unknown,-1.2737913677809471
1559031_at,GPATCH2,-1.2736449476073117
213711_at,DIP2A,-1.2736443115737162
214758_at,ZNF778,-1.2735026290120743
200962_at,B3GNT5,-1.2734762872504837
230660_at,DHX30,-1.273174728243279
208297_s_at,ARVCF,-1.2730491006345241
209644_x_at,NXPE3,-1.2728727051583943
212336_at,GPR37L1,-1.2725131051354717
216347_s_at,SAXO2,-1.2723479138657368
206270_at,NA,-1.27214663414747
1553400_a_at,MROH2A,-1.271747884203803
203593_at,MROH2A,-1.2717186390968238
241557_x_at,NA,-1.271699857656845
230420_at,Unknown,-1.2715658896456197
235586_at,Unknown,-1.271491578221723
213451_x_at,TAF8,-1.2714777816759755
1558876_at,"ANKRD36, ANKRD36B, ANKRD36C, ANKRD36BP2",-1.2707663423429152
1555248_a_at,STEAP4,-1.2707321311097484
223695_s_at,EMC1,-1.2707292627715014
1561939_at,ZNF555,-1.2706606967705532
1556739_at,LINC02984,-1.270588015711425
209014_at,HSPA4L,-1.270510609229928
