Probe,Gene,logFC
1569250_at,NA,-1.2703557182986147
231482_at,Unknown,-1.2701597032041454
216313_at,LINC00408,-1.2697751762976783
1557595_at,AIG1,-1.2695272874245038
223638_at,BTG3-AS1,-1.269466616790946
1562604_at,TBILA,-1.2692078666400874
243026_x_at,TBILA,-1.2691864451929318
202972_s_at,Unknown,-1.2689276280631425
215263_at,VCPIP1,-1.2689133374074837
228035_at,VCPIP1,-1.2687990754147103
235416_at,NA,-1.2687415901945047
234820_at,KIF6,-1.2686295625879807
206480_at,NA,-1.2685232418121266
1561608_at,Unknown,-1.2684358455646325
227257_s_at,Unknown,-1.268257409103804
1562099_at,Unknown,-1.2679967337257245
1557406_s_at,NA,-1.2677228026282472
244759_x_at,Unknown,-1.2676929209647179
212292_at,"PWRN1, NA",-1.267416430691111
202158_s_at,"NA, C20orf202",-1.2673837448975052
231451_s_at,TENT2,-1.2669628089153961
1561448_at,Unknown,-1.2667356366206017
1562651_at,FGFR1OP2,-1.2666543908806227
1563489_at,SMIM21,-1.2663511486744912
242200_at,FXYD2,-1.2657124301576683
207718_x_at,"NA, C12orf76",-1.2653643082621722
225590_at,SIM1,-1.2653499458779376
229868_s_at,Unknown,-1.2649682915335807
1557657_a_at,PRRT3,-1.2648816353255665
225589_at,CAND1,-1.2647049075890529
228367_at,TLNRD1,-1.2646297491774743
235519_at,Unknown,-1.2645502267569784
229840_at,PCDH10,-1.2642504534317025
219483_s_at,Unknown,-1.264222320136208
243047_at,DSCAS,-1.2640649634422771
1553567_s_at,RBMX,-1.264038155692008
226540_at,Unknown,-1.2639619061434448
229978_at,MAPK12,-1.2638470081777358
212385_at,HEATR1,-1.2634064237240108
239706_x_at,HCN1,-1.2633929302819789
1559405_a_at,RGL3,-1.2632801594265806
238092_at,RGL3,-1.2632317536011322
1569723_a_at,PHKG2,-1.2627117478820844
201143_s_at,OLIG3,-1.2626846902410762
226572_at,NA,-1.2623979506399199
1559437_at,"NA, LMO7",-1.262380723542921
1562482_at,NAA15,-1.2622395597931075
1561545_at,Unknown,-1.2619389164343457
240403_at,Unknown,-1.2619318706277798
243955_at,HLMR1,-1.2619299903952903
1554880_at,HLMR1,-1.2617775304441536
211202_s_at,NA,-1.26097071670674
242099_at,NA,-1.2609185603055297
227496_at,"NA, LINC01785",-1.2608221189791933
1558147_a_at,Unknown,-1.2605035032233112
1558930_at,KRTAP19-1,-1.2604540185715192
220714_at,NA,-1.2602296980784822
215140_at,ZNF470-DT,-1.2597387720420676
1552799_at,Unknown,-1.25970419255578
226647_at,NA,-1.259400367989428
1569816_at,TBC1D31,-1.2591470442097648
235838_at,Unknown,-1.2589185870117923
238641_at,NA,-1.2585736050798195
222339_x_at,LINC00606,-1.2583124925291704
220451_s_at,LINC00606,-1.2583005507685032
220962_s_at,LINC01138,-1.2578735507867032
242736_at,LINC01138,-1.2578149396324854
208138_at,ARHGAP22-IT1,-1.2576252146963904
219247_s_at,NA,-1.2575083975750003
1569522_at,NA,-1.2574948686705085
209326_at,SCML4,-1.2572907643678484
220522_at,SCML4,-1.2572407144927478
226246_at,NA,-1.257209377457873
229324_x_at,NA,-1.2571132902697724
207152_at,Unknown,-1.2570217221191764
1557330_at,Unknown,-1.2569845345382986
202214_s_at,Unknown,-1.256976886624414
1565897_at,"CFAP91, NA",-1.2569441712036025
216215_s_at,CFAP91,-1.2567893257661926
225731_at,LINC02583,-1.2567757904651358
231575_at,PIAS2,-1.2565862992856711
218247_s_at,Unknown,-1.2562625670134127
224373_s_at,COL1A1,-1.2561326844554708
219997_s_at,NA,-1.2560837471025876
1567100_at,NA,-1.255922787265076
201280_s_at,LINC00605,-1.255921828580504
212445_s_at,LINC01210,-1.2558930242393116
1554033_at,NFIA-AS2,-1.2557467463590728
239922_at,NFIA-AS2,-1.2557401221242876
236000_s_at,Unknown,-1.2556146343491232
214682_at,DLG1-AS1,-1.2553933221622535
231652_at,Unknown,-1.2553183399720957
1553498_at,LINC00692,-1.2552869754190759
233877_at,LINC00692,-1.2552389165008824
236779_at,KIAA2012-AS1,-1.2550165059450928
223813_at,Unknown,-1.254966703312344
243488_at,Unknown,-1.2549035134681004
217519_at,NA,-1.2548013664823157
201703_s_at,SLC39A6,-1.2547583149439128
1559658_at,ACSF3,-1.2547422805615231
238239_at,TRIM50,-1.254612932274519
226923_at,LYRM4-AS1,-1.2545902140901357
215487_x_at,FAM229A,-1.254511883642495
201031_s_at,NA,-1.2540694088373092
1557002_x_at,SLC8A1,-1.2539386908412087
1570529_at,RAB35-AS1,-1.2539085009753086
236065_at,RAB35-AS1,-1.2538888473929326
212114_at,ST20-AS1,-1.2538344626262041
209851_at,Unknown,-1.2537960887635464
227921_at,Unknown,-1.2537525520425175
238900_at,ARPP21,-1.2533097251204732
208304_at,Unknown,-1.253217689820038
237531_at,Unknown,-1.2532150507187878
216101_at,EHD4,-1.253192208724029
203991_s_at,Unknown,-1.2526358209954276
211097_s_at,NA,-1.252442949155438
229122_x_at,DRP2,-1.2524165318232254
1553722_s_at,CASC2,-1.2522960544320485
1555393_s_at,"NA, SNHG28",-1.2522755259420042
1561671_at,PAX7,-1.252166741429976
230479_at,LINC02724,-1.2521165173271889
1558020_at,Unknown,-1.2516349345325062
1557219_at,Unknown,-1.2515902414487226
222084_s_at,CDK12,-1.2515806537476986
1556155_at,Unknown,-1.2514423264441474
1570101_at,RHOQ-AS1,-1.2511054743296508
236479_at,TTC6,-1.25110130150448
204132_s_at,TTC6,-1.2510992081821413
1554094_at,FTCDNL1,-1.251061997076888
204866_at,Unknown,-1.2510052033631522
222789_at,GTF3C2-AS1,-1.2508625688405346
227397_at,NA,-1.2505613703778444
227666_at,NA,-1.250496977505963
209333_at,Unknown,-1.2504606008948698
1559976_at,Unknown,-1.250211405187331
216889_s_at,Unknown,-1.2501591889362256
210272_at,Unknown,-1.2501316759475762
1557176_a_at,NR2F1-AS1,-1.2499881931272976
241155_at,NR2F1-AS1,-1.249967041953652
234505_at,GPRIN3,-1.2498839760078124
239201_at,GPRIN3,-1.2498713964024444
217545_at,Unknown,-1.249657782350015
228328_at,Unknown,-1.2495069699721097
238414_at,LINC02175,-1.249103571877498
220505_at,FAM216B,-1.2490763146631043
223379_s_at,PRPSAP1,-1.2490423310307441
1566646_at,"MIR194-2, MIR194-2HG",-1.2488766137932568
229512_at,ZNF606-AS1,-1.2487684696567933
205843_x_at,ZNF606-AS1,-1.2487388335578118
1559827_at,PRCD,-1.2487294081876268
235154_at,Unknown,-1.2485716475865547
200701_at,Unknown,-1.2483948887094165
215718_s_at,SCOC-AS1,-1.2483644149003372
233734_s_at,LINC00671,-1.2482877300881075
1566548_at,"NA, GOLGA8IP, GOLGA8Q",-1.2482795881665303
227743_at,EGFLAM-AS2,-1.2482777061882018
228699_at,ZNF654,-1.248017828903811
1562910_at,ZNF654,-1.2479413948360196
233571_x_at,CD300LD-AS1,-1.247819570223693
206904_at,LINC00595,-1.2475483266319363
210711_at,Unknown,-1.247287946273077
1566111_at,Unknown,-1.2472686960590142
220437_at,Unknown,-1.2471826148700242
212386_at,LINC00930,-1.2471343437669158
204102_s_at,Unknown,-1.2470627424775726
1563119_at,ZNF426-DT,-1.2466586463637337
1553438_at,NA,-1.246560580848891
206192_at,NA,-1.2463746231615853
1558832_at,Unknown,-1.2461756799085624
233082_at,PAXBP1-AS1,-1.2460350415628154
237342_at,NA,-1.2460157331895545
204323_x_at,GRASLND,-1.245752301231531
235038_at,Unknown,-1.2456489966297064
1555517_at,Unknown,-1.245471649871115
1558001_s_at,Unknown,-1.245393254485218
234239_at,ZNF497-AS1,-1.244770262962829
1553591_at,DRAXIN,-1.2445896624378976
1565908_at,LPP-AS2,-1.24456301111149
210341_at,DSG2-AS1,-1.2442411426816296
231233_at,Unknown,-1.2442013390811366
238956_at,NA,-1.2441364680708351
237242_at,ALDH1L2,-1.2440267576585786
215276_at,"ARIH1, NA",-1.243734907876868
209648_x_at,NA,-1.2435922060987235
237207_at,PHACTR2-AS1,-1.2433296648071994
241396_at,BLCAP,-1.2432562984986255
210408_s_at,MEX3C,-1.2429409723720646
226686_at,MEX3C,-1.2429299759461805
232137_at,NA,-1.2429028575204275
225286_at,LINC00558,-1.2424912595195257
79005_at,Unknown,-1.2424082890286823
239779_at,LINC00402,-1.242300073347967
1562022_s_at,Unknown,-1.2422342790292313
243795_s_at,LINC01270,-1.242177048210632
241222_at,APCDD1L-DT,-1.241896876499466
226472_at,APCDD1L-DT,-1.241856747213309
208460_at,ALMS1-IT1,-1.2415268501034837
229022_at,NA,-1.2415131726138062
210726_at,LINC01838,-1.2414478503661763
1562002_at,NA,-1.2413095316184535
230574_at,Unknown,-1.2407585656672941
210127_at,Unknown,-1.2405995687708833
239915_at,Unknown,-1.2404675345537202
200081_s_at,NA,-1.2404317451635485
217395_at,NA,-1.240337371375369
220314_at,NA,-1.2402984836720323
1553130_at,SERPINB6,-1.2402676220358249
237499_at,KCP,-1.2398136059624987
1559138_a_at,Unknown,-1.2395974535056766
1556923_at,Unknown,-1.239587938027658
1564339_a_at,SLC25A28-DT,-1.2394894614047864
1554809_at,Unknown,-1.2393528901798792
1561334_at,LINC02838,-1.2392821514931625
219566_at,Unknown,-1.2388767007746768
233925_at,OR2H1,-1.2385706951960433
215650_at,OR2H1,-1.2383518783521021
239876_at,Unknown,-1.2383074164696468
201548_s_at,UBA6-DT,-1.2382744618439696
228849_at,NA,-1.2382657758851652
1555237_at,Unknown,-1.2381553451251286
204943_at,LEPR,-1.2380986170869706
224365_s_at,NA,-1.238097849686018
240536_at,ESPNL,-1.238009511490038
207615_s_at,ESPNL,-1.2379204185989265
1562112_at,LINC02239,-1.2377507033908093
1564490_at,Unknown,-1.2377222290157484
220324_at,FAM201A,-1.237719738987218
213381_at,CIMAP2,-1.237565597749382
233387_s_at,"DUBR, LINC01990",-1.2374888829788893
1557493_x_at,NUP107-DT,-1.2373251733498287
209415_at,NA,-1.23698224438776
205887_x_at,NA,-1.2369146845662837
232680_at,"NA, WASH5P",-1.23673433614653
36019_at,Unknown,-1.2367229853219064
216357_at,UBAC2-AS1,-1.2364102554837246
234775_at,LINC00665,-1.2362116479358765
1563081_at,YEATS2,-1.236038696533109
222449_at,BTBD19,-1.2359935397765827
1553730_x_at,"NA, HOTAIRM1",-1.23591524946299
205324_s_at,UBE2G2,-1.2357226175650255
215111_s_at,LINC01128,-1.2357204317546164
1557601_s_at,C5orf47,-1.2356749438942731
241667_x_at,NIFK-AS1,-1.2355255576760011
223715_at,OVAAL,-1.2353823330349951
1566268_at,ZSCAN16-AS1,-1.235349284250345
241054_at,Unknown,-1.235347141007353
241769_at,HGSNAT,-1.2352552629345837
1555722_at,LUC7L,-1.2352483338922666
207762_at,TTBK2,-1.2348069456531345
243554_at,NA,-1.2348021254785375
216800_at,"ITGBL1, NA",-1.2346881327447208
1553123_at,KIF5C,-1.2346389275107972
216551_x_at,MAMSTR,-1.2346148709316045
231629_x_at,"NA, ANXA8",-1.2343826640892117
1562832_at,HAR1A,-1.2343778981243398
217207_s_at,NA,-1.234369262311622
222342_at,HECTD1,-1.2342849974141814
1563586_at,LMTK3,-1.2342717272082238
203680_at,Unknown,-1.234062609304525
1563104_at,SLC26A4-AS1,-1.2339222720294423
1557719_at,RPS6KA5,-1.2337983488131277
217703_x_at,ZNF561-AS1,-1.2337939867466943
228825_at,Unknown,-1.2336568751945303
1557550_at,HEATR6,-1.2336452472789208
240780_at,CHADL,-1.2336328535147087
208749_x_at,TMEM198B,-1.233620928886786
211962_s_at,FAM111B,-1.2334628919106772
228703_at,FAM111B,-1.2334461637330845
230428_at,WDR17,-1.2334316363055149
201355_s_at,LINC00632,-1.2333669577570785
240202_x_at,DDX11-AS1,-1.233302974848697
207788_s_at,"INMT-MINDY4, MINDY4",-1.2332509570797106
228740_at,TSKU-AS1,-1.2330056688187436
209814_at,"HM13, MCTS2",-1.2329483775733652
213443_at,NA,-1.232781880414854
209769_s_at,Unknown,-1.2325278996764024
215557_at,FILNC1,-1.2324931939909056
224361_s_at,Unknown,-1.232330622153238
205497_at,HCG11,-1.2323093303570922
233411_at,ARMH4,-1.2317907870571567
1560830_a_at,Unknown,-1.2317109282804979
1555853_at,C11orf87,-1.2315718558202982
230470_at,"TPCN1, MIR6762",-1.2315450033734254
220791_x_at,DNASE1,-1.2314634369921709
243292_at,PABPC1L2B,-1.231059878910214
222122_s_at,MEIOC,-1.2310114835679693
1554953_a_at,B3GAT1-DT,-1.231003368519826
223543_at,PROSER2-AS1,-1.2310015248995518
221761_at,FAM181A-AS1,-1.2309792101347439
209297_at,EIF1B-AS1,-1.2309353733233364
234308_at,LINC02382,-1.230891462728696
231897_at,FANCB,-1.230639110189263
241896_at,FANCB,-1.2305796244619314
212708_at,LINC02475,-1.2304999933877074
91682_at,NA,-1.230449168754004
238084_at,RBPMS,-1.2304463794410847
1565149_at,ASPG,-1.2303091671924038
210465_s_at,EHBP1L1,-1.2302757228181989
1558299_at,Unknown,-1.2301576256965687
205629_s_at,F11-AS1,-1.2300599091560274
208861_s_at,KIDINS220,-1.2294428286003682
233541_at,ZNF814,-1.2293431715420953
237043_at,NA,-1.2290387874185873
1566824_at,AP1G2-AS1,-1.2290373219202269
226465_s_at,GEN1,-1.2289599804172633
208518_s_at,TLCD2,-1.2288733602251871
243263_at,Unknown,-1.2288270201858966
234846_at,ITSN1,-1.2286928112474076
1553439_at,ITSN1,-1.2286545922978729
240456_at,ZNF519,-1.2286508841885524
207039_at,CT69,-1.2286215388661894
214159_at,"GTF2IRD2B, GTF2IRD2",-1.2285565733526749
205504_at,DPY19L2P2,-1.2285390832656395
201278_at,MCOLN3,-1.2283220772025787
224693_at,"MUC20-OT1, MIR570",-1.2282466410445962
1570257_x_at,Unknown,-1.2282430168147733
1561834_a_at,Unknown,-1.2281529854667057
209212_s_at,Unknown,-1.2280721059802417
213283_s_at,NA,-1.227973086366018
208766_s_at,NT5C,-1.2279177928746778
41113_at,DENND1B,-1.2276481351946489
203533_s_at,Unknown,-1.2275294716375758
202221_s_at,LINC01465,-1.2274762988188967
1570625_at,Unknown,-1.227337808504198
222957_at,Unknown,-1.2272690102252104
1561391_at,CAPN14,-1.2272661148354755
222790_s_at,ZNF230,-1.2272430578895297
218892_at,NA,-1.2270731028288033
218320_s_at,Unknown,-1.2270639806362729
238104_at,Unknown,-1.2270599778294708
203812_at,Unknown,-1.2269778073500985
237851_at,MCM8-AS1,-1.2268804094230306
1560779_a_at,SUCLG2-DT,-1.2267596386581727
226152_at,Unknown,-1.2267257335733894
216751_at,MIRLET7BHG,-1.2266664067191135
1560153_at,CPB2-AS1,-1.2266548221397093
237967_at,MCPH1,-1.2265441673010993
221579_s_at,RERE,-1.2264700446197432
221450_x_at,G3BP1,-1.2264348517717512
217954_s_at,"NA, THUMPD3-AS1",-1.225966690967469
244725_at,"CCDC144A, NA, CCDC144BP, PRPSAP2, FAM106A",-1.2257628810948784
214327_x_at,LINC00698,-1.225752804112959
234461_at,LINC01141,-1.225671530068777
1569108_a_at,ABCC9,-1.2256219766977592
234002_at,"AGAP11, ADIRF, NA",-1.2255078627257021
207440_at,ZNF131,-1.2252980811203391
1564658_at,LCT-AS1,-1.224949167437529
1557867_s_at,RTTN,-1.2249465768522547
213768_s_at,Unknown,-1.2246730429220616
237301_at,METTL16,-1.224613595741003
1559221_at,LCIIAR,-1.2244257492301844
229738_at,LCIIAR,-1.224349218614516
1566248_at,Unknown,-1.2238472826396767
232069_at,Unknown,-1.2238178075121189
243354_at,NA,-1.2237532109592093
1554791_a_at,Unknown,-1.223714860938323
235787_at,LINC02059,-1.2237057300802732
220013_at,NA,-1.2236529345491027
1554804_a_at,FAM227B,-1.2236038003535072
1553427_at,CLCC1,-1.2234658616785015
228782_at,CPVL-AS2,-1.223453262998744
1554436_a_at,XKR6,-1.2234082100566557
236877_at,Unknown,-1.2234064495244708
228637_at,Unknown,-1.223391161455567
222204_s_at,Unknown,-1.2229166856694724
223719_s_at,MOSPD1,-1.2228145641501384
210940_s_at,Unknown,-1.2226956279731127
204302_s_at,IL6ST-DT,-1.2225017427145146
1557712_x_at,NA,-1.2224976380772445
224889_at,MFSD4A-AS1,-1.2224302844023869
227365_at,LINC00507,-1.222414446119768
1565880_at,PFN4,-1.2223155494194162
203274_at,Unknown,-1.2223082092664532
1563341_at,PPP1R27,-1.2221260446537683
1561229_at,NA,-1.2219611958756715
240526_at,LINC01487,-1.2213588940687825
209194_at,Unknown,-1.221088436527781
225873_at,RASAL2,-1.2209353497640352
241213_x_at,LINC02189,-1.220788966200377
1558342_x_at,CLIP1,-1.2206608649433206
219379_x_at,Unknown,-1.2205936938652435
204151_x_at,BLCAP,-1.2204409105422875
209183_s_at,BLCAP,-1.2204144280919607
231583_at,NA,-1.2201964923253912
234158_at,Unknown,-1.2198455343589505
229104_s_at,ARK2C,-1.2197481174380296
217353_at,DIP2C-AS1,-1.2196865327952304
1558177_at,LINC00906,-1.2196213573457386
1563209_a_at,PPP1R12B,-1.219586090045325
215398_at,GRIPAP1,-1.2193732262271781
1562751_at,Unknown,-1.2189228356591602
210598_at,Unknown,-1.2188980838154868
203021_at,CABIN1,-1.21876412832626
212033_at,CABIN1,-1.218751547955353
217633_at,ST18,-1.2185212552798792
244372_at,Unknown,-1.218392660396807
1570628_at,LINC01310,-1.218197685138963
1560921_at,WDR3,-1.2180701533824314
208377_s_at,SLC26A5-AS1,-1.217891947155211
213662_at,CFAP92,-1.2178518619902459
217710_x_at,STEAP1B,-1.217682590288744
1553127_a_at,NA,-1.2176055374220858
1552890_a_at,PICART1,-1.2175847893660592
214990_at,TTLL4,-1.2174812075727046
1563255_at,KIF9-AS1,-1.2174353482813776
1561616_a_at,Unknown,-1.2173167020309752
229623_at,DCTN1-AS1,-1.2173046474604037
233735_at,CCDC38,-1.2172891991318735
227829_at,KCP,-1.2171890585948657
1559800_a_at,Unknown,-1.2170903498756376
212199_at,Unknown,-1.2170390076312518
211831_s_at,Unknown,-1.216916249946022
232391_at,PPP1R12A-AS1,-1.216852493675705
221079_s_at,C7orf57,-1.216610649487901
AFFX.r2.Bs.thr.M_s_at,Unknown,-1.2165798611641692
212762_s_at,NA,-1.216499342457992
203404_at,NFIA,-1.2164895459653853
233582_at,Unknown,-1.216486914648902
237916_at,IQCA1,-1.216424598304168
48808_at,VWA8-AS1,-1.2162624898372953
1553890_s_at,GALE,-1.2160068525573564
241704_x_at,LINC00642,-1.2157769662087234
240169_at,NA,-1.2155831438174511
222389_s_at,Unknown,-1.2155293690404274
1565873_at,RAF1,-1.21531369388053
232280_at,"NA, DLGAP2",-1.2152009977368696
31846_at,SAMD15,-1.2150329821367751
205004_at,Unknown,-1.214845268684244
1553642_at,"ZNF286A, ZNF286B",-1.2147122108914918
232871_at,Unknown,-1.214484945448467
1558831_x_at,Unknown,-1.2144437310962393
241520_x_at,POLH,-1.214438538989914
244299_at,NA,-1.214215394142024
224712_x_at,Unknown,-1.214154210118362
1563090_at,Unknown,-1.2139554860925408
1561860_at,NA,-1.2139115340674338
221893_s_at,NA,-1.2134046829174376
225293_at,Unknown,-1.213145891742293
214543_x_at,"NA, PCBP1-AS1",-1.2131270726294607
219153_s_at,Unknown,-1.2128442898416527
216888_at,NA,-1.2120245863739554
1562946_at,CEP128,-1.2119960031589572
200016_x_at,LPAR6,-1.2115576049083419
234951_s_at,PURPL,-1.2114975448575558
1560630_at,NANOS2,-1.2114135200073963
214024_s_at,PRR15-DT,-1.211337061001151
228223_at,NA,-1.2109739406503144
229293_at,Unknown,-1.210777077281687
1555162_at,ERCC6L2-AS1,-1.2105512051381722
1552976_at,NA,-1.2101024697051659
1552885_a_at,NTRK3,-1.2099878925138545
1561060_at,FAR2,-1.2099341826902519
1555685_at,FGGY,-1.2097897716039299
211693_at,Unknown,-1.2096745717468274
216071_x_at,Unknown,-1.209627457008368
214656_x_at,LINC00595,-1.2095834033840767
209951_s_at,Unknown,-1.2095327541783052
204356_at,Unknown,-1.2094944879709653
1556641_at,Unknown,-1.2093740578821932
214561_at,Unknown,-1.209336467924004
237164_at,Unknown,-1.2092765579832143
209160_at,AFG3L2,-1.2089665906212432
1558839_at,MSRA-DT,-1.2086479927035934
208823_s_at,LINC01252,-1.2086466613746079
1553482_at,Unknown,-1.2083517989722226
242633_x_at,Unknown,-1.2080844512198383
1563265_at,LINC01087,-1.20808424638314
215913_s_at,Unknown,-1.207888015960221
1559788_at,NA,-1.20774370473984
204640_s_at,NA,-1.2076307658455656
234377_at,CFAP157,-1.2071287667117283
205750_at,NA,-1.2070988458108804
1566580_at,FBXO38-DT,-1.2070231003677954
215243_s_at,LINC01020,-1.2068514727520931
220586_at,GALNT7-DT,-1.2067691557100098
237410_x_at,Unknown,-1.2066214547546699
1553314_a_at,ZNF32-AS3,-1.2065178317525158
222016_s_at,ZNF787,-1.2063581353080919
52975_at,STXBP5-AS1,-1.2063133393497316
244716_x_at,LINC01056,-1.206308090963954
216965_x_at,LINC01056,-1.2063076852959074
231566_at,NA,-1.2060944482972054
237163_x_at,CMAHP,-1.2060811828090816
203102_s_at,Unknown,-1.2058603961340488
1565000_a_at,Unknown,-1.2058278799544602
219480_at,GSTO1,-1.2058276121646663
225812_at,SLC16A1,-1.2058156451158177
201084_s_at,CNP,-1.2054877630909107
1556255_a_at,"CTNND1, NA",-1.2053864275812909
1562283_at,RPS6KA2,-1.2049820085392915
1555203_s_at,RPAP3,-1.2049286105098351
218082_s_at,Unknown,-1.2048366261195407
1566168_at,METTL6,-1.2047891304166494
208095_s_at,PLCG2,-1.2047697276534177
215407_s_at,POLR2J4,-1.2046436549566486
240699_at,SLC1A2,-1.2044944620452367
213236_at,FAR1,-1.2044262020365986
215267_s_at,Unknown,-1.2043749795736716
1560870_a_at,PRKAB2,-1.2041123197650223
1552337_s_at,CP,-1.2039884609446534
1554989_at,MATCAP1,-1.2039610665621927
227531_at,NA,-1.203715583643029
229163_at,EIF2B5,-1.203707928819661
233515_at,NA,-1.203520942165782
232463_at,"FBXO10, NA",-1.2034496576769824
234012_at,Unknown,-1.2033501644971365
224918_x_at,DNAJC3,-1.2031727026478687
211342_x_at,CCDC171,-1.203069732633556
39763_at,MATR3,-1.202950362674217
239396_at,HDGFL3,-1.2027711654722049
225431_x_at,Unknown,-1.2026965271743684
217948_at,MBNL1,-1.202622575460945
208539_x_at,FAM78B,-1.2025782563351448
203506_s_at,RECK,-1.2025689447038728
220262_s_at,"NA, USP31",-1.202506911917688
1557569_at,DGCR5,-1.202476602529364
215181_at,CSRNP3,-1.2024152990841903
1558139_at,Unknown,-1.2022734051021022
1555546_a_at,TAF11,-1.2021883305610923
210597_x_at,PLXNA1,-1.201913228720504
1570267_at,TNRC6B,-1.2018345366428032
242011_at,BCL2L11,-1.201800428634173
1564984_at,MEG3,-1.2016819001648327
1553674_at,BAIAP2-DT,-1.2016734816076031
221045_s_at,Unknown,-1.201529775129717
238177_at,Unknown,-1.201434301849824
210411_s_at,MGC16275,-1.201156141829995
224589_at,Unknown,-1.2009943366391103
224006_at,"LUZP1, NA",-1.2009899290850683
AFFX.r2.Bs.thr.5_s_at,Unknown,-1.2006168810045055
235432_at,Unknown,-1.2005032883507296
215892_at,GPR37L1,-1.200119454417188
234750_at,FN1,-1.2000112866411952
234960_at,"SLC4A1APP1, SLC4A1AP",-1.1999838165754757
213891_s_at,Unknown,-1.1998637879336917
244207_at,VLDLR-AS1,-1.1998459218734534
1552409_a_at,CTNNA1,-1.1997385638811862
1567010_at,SLFN13,-1.1995024792192714
244376_at,NA,-1.199432085502661
213755_s_at,NA,-1.1992080362292914
233850_s_at,DR1,-1.198742596241955
224416_s_at,DR1,-1.1986785751453257
240460_at,NTN5,-1.1985815350832125
234074_at,PUS7L,-1.1984140610569503
228311_at,ZNF587,-1.198304672020406
243137_at,Unknown,-1.1981361362105594
228136_s_at,KDSR,-1.1978860258335164
1561224_at,TMEM184A,-1.197744518903843
231746_at,RFT1,-1.1976585104703872
64899_at,Unknown,-1.1976088681187378
208588_at,PIGW,-1.1975032643323054
202618_s_at,PPFIA2,-1.197289621379401
1555837_s_at,EFCAB5,-1.19722210567963
215060_at,EFCAB5,-1.1971923910477313
211808_s_at,TSEN54,-1.1971543505654565
213466_at,TMEM72,-1.1964767803422656
217256_x_at,ZDHHC18,-1.1963933723433908
225288_at,TONSL,-1.1962304880866665
221982_x_at,Unknown,-1.195692520226694
238514_at,ZNF487,-1.1956711333078325
228908_s_at,MPHOSPH9,-1.195003332270254
226960_at,"ZDHHC2, NA",-1.1949319555153464
234098_at,"ZDHHC2, NA",-1.1949193803875262
1563243_at,LRRC38,-1.1948414092863786
1560049_at,ZNF599,-1.194454350543567
219252_s_at,KRT7-AS,-1.194282281964082
237744_at,KRT7-AS,-1.194276720489432
213303_x_at,PECAM1,-1.1942591665556186
1554219_at,"ARIH1, NA",-1.194107300750771
235279_at,LINC00622,-1.1939597405251643
240304_s_at,Unknown,-1.1938559965886297
1554344_s_at,Unknown,-1.1937584608947278
230358_at,C14orf180,-1.1935842003602533
228079_at,LINC00265,-1.1935613275077774
203446_s_at,ORAI2,-1.1934329532912737
213973_at,NHLRC4,-1.1932308033405399
1559957_a_at,Unknown,-1.1931172121059936
235293_at,"IGHEP1, IGHE",-1.192927352306668
1556806_at,NA,-1.192682172862496
214584_x_at,NA,-1.192676413124473
1553839_at,Unknown,-1.1926361167239266
1567252_at,GARS1-DT,-1.1923068423300578
216333_x_at,GARS1-DT,-1.1922464633574934
1570420_at,ABCC5,-1.1920512619920478
229877_at,CEROX1,-1.192036572869507
226867_at,Unknown,-1.1920242624314557
223767_at,Unknown,-1.1916217901235253
205338_s_at,NA,-1.1915867847475663
209442_x_at,Unknown,-1.1915610089162798
